,pubchem,rt,rt_group
77145,121197540,831.8,3
71187,91887844,796.4,3
56941,53167926,775.8,3
10208,16815087,802.0,3
47235,53120432,836.8,3
35973,52906772,851.9,3
8131,8721977,857.6,3
75557,91923386,789.8,3
38784,53019344,832.6,3
79939,124075412,774.6,3
60221,53178706,799.9,3
75997,110196580,839.0,3
10492,16894672,830.6,3
71434,91888711,801.0,3
79635,124051178,789.3,3
43602,53085485,773.7,3
35638,51160612,835.0,3
64264,53199813,817.3,3
72867,91905970,829.3,3
61238,53182300,830.6,3
68815,71842618,823.7,3
41395,53054297,806.9,3
20804,45569864,822.4,3
72717,91905652,816.5,3
39081,53026704,848.7,3
47420,53122405,845.0,3
44150,53088590,852.8,3
7162,6625918,807.4,3
29997,50774140,779.6,3
23227,46354799,782.4,3
2415,898270,778.3,3
73242,91906849,818.9,3
79030,124047504,813.0,3
64141,53198848,790.8,3
56685,53166822,806.6,3
50916,53142403,852.9,3
71878,91894875,780.3,3
42500,53069687,822.0,3
6517,5351261,850.4,3
39544,53032249,826.3,3
34825,50844939,782.1,3
60430,53179209,809.5,3
43713,53085637,795.3,3
70118,87051524,836.5,3
79272,124048689,845.8,3
20346,45501324,853.8,3
63852,53194383,828.0,3
20384,45501829,809.5,3
1469,329188,775.3,3
28022,49673647,798.6,3
17421,29705518,787.7,3
79994,124079260,787.1,3
18748,42654429,775.8,3
18900,43325146,786.9,3
27281,49667466,793.0,3
36669,53007102,834.2,3
7848,7463771,837.8,3
43475,53084340,798.4,3
74048,91914360,807.1,3
53274,53150577,851.2,3
54294,53156356,793.8,3
39131,53027953,789.9,3
78607,124044572,778.6,3
17417,29701250,774.6,3
21616,46275860,840.4,3
72105,91904164,790.4,3
53849,53155322,812.7,3
76101,110196796,799.6,3
39477,53032159,778.6,3
21794,46278936,815.5,3
73721,91911388,791.9,3
5621,4343779,827.7,3
32379,50830025,834.5,3
34636,50844127,803.6,3
18006,38163132,792.2,3
71175,91887731,837.1,3
60276,53178811,813.5,3
43102,53077813,803.7,3
55646,53162940,781.5,3
77633,124039187,804.1,3
14206,20955342,776.8,3
22523,46331594,810.6,3
47396,53122353,792.0,3
29337,50749237,777.3,3
18737,42652691,856.0,3
62730,53188064,781.3,3
37047,53011776,860.3,3
23569,46378106,797.1,3
14891,20974858,839.4,3
32525,50832344,822.6,3
66186,56685373,841.8,3
72071,91904118,792.7,3
54327,53156393,859.0,3
27409,49667962,844.9,3
42963,53075968,860.3,3
67698,71837494,789.3,3
22983,46349717,802.4,3
72383,91905143,778.7,3
54306,53156370,848.5,3
58942,53173818,858.9,3
43864,53086714,817.0,3
60108,53178330,788.8,3
7502,7216466,776.9,3
49218,53135151,819.8,3
73303,91907798,831.2,3
25100,46396838,778.3,3
32397,50830517,847.5,3
55308,53161210,858.1,3
17488,30532684,832.9,3
23889,46385559,846.8,3
69726,87049931,777.6,3
21590,46275788,777.6,3
65748,53208224,858.6,3
51622,53144683,780.9,3
44669,53096430,855.3,3
35053,50846608,800.0,3
58215,53172466,838.7,3
39978,53037472,794.8,3
76866,110875900,799.5,3
31840,50824812,799.4,3
30212,50784733,835.3,3
14445,20961011,820.5,3
53099,53149798,782.2,3
42319,53068432,812.9,3
2486,950344,857.9,3
68219,71839272,792.8,3
59699,53175983,837.8,3
60167,53178563,847.9,3
32122,50828573,854.5,3
76225,110197944,841.1,3
41115,53047786,803.1,3
74859,91917122,797.5,3
14516,20963179,824.6,3
66929,71783654,836.3,3
22639,46335617,802.9,3
46126,53110537,850.9,3
42494,53069646,792.0,3
21280,46251136,829.7,3
69406,83274101,834.1,3
24959,46394765,826.6,3
2711,1113872,855.4,3
45046,53098560,840.8,3
36919,53010147,824.1,3
42689,53071170,785.0,3
53808,53155214,805.0,3
64601,53201203,802.5,3
13653,20927899,788.0,3
17731,30857931,776.4,3
16709,25167777,784.7,3
41709,53057845,833.1,3
39239,53029965,783.0,3
26521,49663359,827.0,3
7972,7544267,854.0,3
9117,16028141,831.5,3
13466,20920560,776.0,3
1138,260295,781.7,3
71439,91888717,848.5,3
21197,46012889,856.3,3
65511,53206221,787.9,3
12345,20853434,859.9,3
45364,53102334,816.4,3
50212,53139246,819.1,3
11404,17590538,850.8,3
16481,23973631,793.4,3
59867,53177060,785.5,3
7974,7546494,834.6,3
206,4418,837.8,3
69543,83288073,834.0,3
9840,16489530,795.6,3
67390,71836156,849.9,3
57297,53169511,784.8,3
6373,5295536,802.2,3
53147,53150135,829.3,3
10254,16828765,817.2,3
15269,22331530,776.7,3
31487,50811479,803.7,3
68731,71842283,791.7,3
31374,50808377,835.8,3
21856,46280221,826.7,3
13376,20919822,794.8,3
72324,91905031,815.3,3
21802,46278949,828.5,3
48622,53131949,823.5,3
50972,53142620,833.9,3
21131,46009904,839.2,3
49290,53135316,807.4,3
43723,53085651,803.4,3
69391,83273712,787.7,3
15335,22421815,790.2,3
11363,17508399,785.0,3
6803,6458136,841.5,3
33564,50839075,784.4,3
25013,46395998,826.3,3
36796,53008408,838.3,3
6848,6463195,841.4,3
1790,652593,777.4,3
40704,53041083,799.6,3
58145,53172351,848.3,3
69441,83275772,830.8,3
74903,91917182,818.7,3
67709,71837508,860.8,3
43833,53086663,802.0,3
42735,53071292,788.6,3
49260,53135216,808.2,3
70015,87051336,830.1,3
67935,71838360,844.5,3
39648,53035187,853.8,3
34296,50842660,810.0,3
12558,20883469,852.1,3
38561,53018729,804.9,3
76387,110200181,848.3,3
7374,7161402,847.6,3
19316,44054617,799.6,3
43508,53084948,838.0,3
22799,46342321,784.7,3
3999,2904208,779.9,3
6216,5089301,776.3,3
34330,50842840,857.1,3
71467,91888885,790.3,3
234,4770,817.0,3
52899,53148551,807.5,3
16988,25882036,855.9,3
48126,53129280,845.4,3
57487,53169874,818.3,3
16231,22586700,799.9,3
14299,20956723,847.5,3
68083,71838934,822.9,3
29335,50749198,824.2,3
32477,50831694,855.3,3
74736,91916974,812.2,3
6046,4875722,846.5,3
45889,53107421,830.8,3
59508,53175504,823.9,3
59142,53174147,833.4,3
22651,46335953,853.8,3
50879,53142272,858.6,3
13577,20925439,848.5,3
50593,53141049,811.2,3
41852,53062996,809.2,3
29417,50751808,854.9,3
20507,45503938,808.5,3
68026,71838821,820.6,3
25748,49659536,821.3,3
20108,45497856,787.6,3
68366,71840041,846.1,3
30743,50791999,778.1,3
6312,5209735,804.3,3
54693,53157866,824.4,3
37028,53011436,800.3,3
59718,53176123,835.9,3
53624,53153623,841.7,3
1870,676352,795.8,3
32057,50828167,855.8,3
14764,20973195,818.6,3
46155,53110598,853.0,3
74587,91916110,824.3,3
21230,46247127,786.1,3
37846,53015325,814.9,3
77730,124039510,786.6,3
64651,53201367,840.0,3
21881,46282067,855.5,3
69776,87050230,781.2,3
28649,49678158,780.7,3
17396,29454053,844.8,3
29715,50758530,799.8,3
41696,53057779,849.3,3
75018,91918893,816.8,3
67134,71792963,856.8,3
35540,50945181,809.1,3
78492,124043660,817.3,3
22380,46326203,805.1,3
21631,46275886,840.0,3
71483,91888918,823.8,3
42801,53074726,790.3,3
36460,53004967,822.8,3
58050,53171945,789.0,3
5084,3657640,857.4,3
30562,50788961,854.2,3
58135,53172337,836.6,3
54391,53156636,787.7,3
21083,45925138,823.2,3
7946,7527157,816.5,3
9707,16474854,797.5,3
51032,53142741,847.3,3
45777,53106338,807.3,3
25180,46397054,822.5,3
56665,53166707,815.1,3
40073,53039271,854.3,3
3172,1643452,803.9,3
71085,91887295,857.1,3
19819,44224257,792.4,3
56984,53168068,850.4,3
72172,91904496,791.3,3
28287,49676380,814.0,3
6906,6485045,784.4,3
12165,19055119,822.0,3
18185,40169699,808.7,3
2150,750531,860.0,3
78741,124045421,811.4,3
32825,50834649,841.1,3
46606,53114695,823.7,3
23539,46377208,849.1,3
45855,53107181,825.7,3
36684,53007382,774.4,3
43536,53085275,824.9,3
63345,53191899,783.7,3
69214,75527395,831.6,3
53455,53151917,798.8,3
29842,50765669,809.8,3
54811,53158278,834.9,3
61752,53183138,798.7,3
71846,91889648,816.3,3
27243,49667380,856.0,3
37765,53015053,801.4,3
14893,20974862,809.2,3
27324,49667722,794.5,3
31336,50807812,840.8,3
26172,49661395,835.4,3
42089,53066613,817.6,3
53233,53150506,797.8,3
75713,98779314,783.9,3
39695,53035578,850.9,3
19526,44095844,828.8,3
20988,45921983,834.7,3
79643,124051264,846.9,3
2580,995081,817.5,3
19699,44117600,809.2,3
57431,53169681,834.1,3
57932,53171702,842.7,3
45448,53103780,794.8,3
39651,53035196,838.4,3
51595,53144649,821.4,3
55010,53159237,801.0,3
42218,53068307,831.7,3
65721,53208183,813.4,3
63253,53190638,778.4,3
39537,53032236,843.1,3
70701,87053684,844.0,3
63758,53193881,857.4,3
53420,53151594,833.1,3
11399,17588951,796.0,3
70253,87051937,793.3,3
4519,3158453,860.5,3
66796,71702649,836.7,3
63625,53193240,773.9,3
61250,53182371,793.4,3
56910,53167846,806.9,3
36303,53003538,796.3,3
13585,20925460,817.6,3
60431,53179211,789.7,3
51400,53143929,783.9,3
75059,91919577,805.0,3
51098,53143070,816.3,3
58057,53171955,833.5,3
64347,53199971,859.0,3
50796,53141932,812.5,3
72757,91905731,830.9,3
25787,49659796,807.9,3
75007,91918463,803.5,3
18429,42111583,796.4,3
56567,53166286,784.7,3
62696,53187940,779.4,3
7710,7338278,805.5,3
67575,71836999,787.1,3
29098,49814921,858.7,3
15325,22334721,778.0,3
72552,91905432,844.2,3
41925,53063765,859.3,3
76291,110198565,812.8,3
7732,7338319,807.8,3
66129,56685004,830.0,3
10159,16807471,851.8,3
18747,42654296,857.3,3
16750,25239787,806.3,3
53503,53152877,854.7,3
58924,53173787,812.4,3
31011,50800526,777.0,3
6439,5311066,814.5,3
6574,5361852,782.1,3
3153,1598673,801.1,3
9711,16474858,812.5,3
59723,53176185,831.0,3
1992,707168,844.0,3
1551,352022,837.1,3
20344,45501316,856.8,3
62601,53187452,775.3,3
30332,50787318,812.6,3
16076,22582747,827.9,3
38687,53019059,781.7,3
23091,46350275,787.7,3
18914,43837443,795.2,3
60666,53179778,828.3,3
62441,53187146,809.1,3
4810,3337747,776.0,3
41065,53047597,788.5,3
61748,53183134,796.2,3
64337,53199938,840.7,3
52963,53148942,787.1,3
20890,45600352,778.8,3
39268,53030668,786.2,3
54068,53155752,790.1,3
35639,51160614,822.0,3
65852,53210379,820.4,3
47816,53125618,841.8,3
66964,71787595,813.3,3
36789,53008387,849.6,3
36529,53005813,787.8,3
48892,53133239,839.8,3
57464,53169842,812.7,3
38420,53017534,857.1,3
60619,53179727,793.7,3
7054,6604840,811.6,3
21201,46035428,802.7,3
46302,53113120,784.9,3
3238,1828757,832.1,3
42206,53067481,860.0,3
71995,91903911,854.7,3
67723,71837528,815.5,3
66944,71784329,777.3,3
53159,53150193,780.1,3
78633,124044761,817.9,3
3100,1563942,820.7,3
37608,53014687,854.0,3
14967,20995398,859.1,3
70463,87052765,792.3,3
76962,110876086,775.7,3
6337,5233192,796.6,3
58722,53173411,805.3,3
65542,53206262,849.3,3
15191,20997492,836.3,3
48893,53133240,791.9,3
545,72972,822.6,3
16660,24868317,830.8,3
51711,53144878,847.6,3
47566,53122758,848.6,3
59454,53175165,803.8,3
25181,46397055,848.9,3
42412,53068536,836.7,3
42266,53068370,806.1,3
69407,83274110,800.6,3
1468,328910,852.1,3
54374,53156578,825.6,3
61692,53183071,781.3,3
74747,91916988,854.2,3
65671,53207839,826.9,3
72182,91904526,802.4,3
1596,366721,791.9,3
3688,2425584,805.2,3
49322,53135601,812.5,3
4482,3149314,804.4,3
59558,53175634,856.4,3
60095,53178250,819.2,3
27320,49667718,785.0,3
47892,53126188,785.5,3
12073,18584866,825.6,3
18621,42442569,796.6,3
29517,50752809,828.1,3
69131,75527220,852.9,3
61246,53182344,790.5,3
44114,53088520,849.6,3
57103,53168677,799.6,3
58673,53173260,843.0,3
13478,20920587,798.1,3
70460,87052758,816.5,3
41297,53052111,845.9,3
20913,45600588,830.5,3
17181,27450563,842.3,3
24138,46390147,857.8,3
4718,3244165,859.3,3
73959,91913805,826.6,3
18569,42270273,848.4,3
20529,45504373,829.6,3
142,3374,806.4,3
65407,53203956,785.5,3
11943,18570390,835.5,3
6872,6471491,845.7,3
41160,53048994,860.0,3
70234,87051907,794.8,3
3996,2902710,849.7,3
32582,50833085,841.1,3
23617,46378759,791.6,3
24835,46393419,804.5,3
49695,53137068,783.4,3
55424,53162144,827.4,3
43577,53085450,809.3,3
39047,53023919,829.7,3
72009,91903965,793.6,3
52634,53147696,856.3,3
18144,39866276,789.3,3
63250,53190619,776.3,3
59029,53174012,832.4,3
48161,53129405,845.5,3
22907,46349575,853.8,3
69702,87049902,847.7,3
26636,49664293,799.8,3
26791,49665883,777.2,3
54086,53155776,785.5,3
66214,56724058,797.1,3
11037,17088321,794.0,3
8133,8741382,775.5,3
70098,87051498,805.7,3
29214,50745078,841.2,3
1873,678867,844.9,3
47212,53120365,826.0,3
929,232048,838.0,3
49919,53138351,797.5,3
78742,124045423,779.0,3
53208,53150364,782.0,3
57086,53168539,821.7,3
61755,53183141,820.9,3
30211,50784719,803.2,3
62182,53184834,840.1,3
34096,50840927,856.2,3
46077,53110357,859.0,3
55853,53163977,808.1,3
23014,46349900,808.8,3
69857,87050861,814.4,3
45600,53106125,798.4,3
14744,20972362,787.8,3
56945,53167934,832.9,3
71231,91888041,807.2,3
4386,3025961,832.9,3
43670,53085577,837.5,3
52029,53145886,822.2,3
3090,1553910,814.6,3
7653,7338093,813.8,3
66682,71686890,852.7,3
77855,124039928,790.5,3
9385,16362997,821.9,3
45575,53106095,839.8,3
31968,50826221,781.5,3
30738,50791960,841.7,3
62606,53187487,836.2,3
11096,17172532,829.1,3
2915,1288777,841.3,3
46909,53117757,804.1,3
18245,40889540,803.2,3
69258,75527863,827.8,3
9844,16489545,793.2,3
10907,17019035,821.9,3
15430,22427911,776.4,3
43199,53079185,784.0,3
7991,7585575,814.2,3
25799,49659830,842.5,3
37045,53011774,802.4,3
28079,49674143,790.2,3
42398,53068519,852.7,3
61322,53182558,858.4,3
42415,53068539,812.5,3
1209,274709,804.2,3
49540,53136471,796.8,3
9903,16548520,837.7,3
25097,46396742,850.0,3
59710,53176080,807.3,3
73301,91907782,810.3,3
30213,50784743,784.4,3
4881,3443154,810.4,3
26635,49664290,832.5,3
58149,53172357,832.0,3
12535,20879324,793.9,3
36407,53004605,798.4,3
36275,53003431,837.0,3
38002,53016086,803.0,3
57340,53169568,817.2,3
77143,121117400,856.3,3
63551,53193032,782.7,3
446,56463,780.2,3
35556,50945908,775.7,3
6816,6459051,788.5,3
60042,53178017,810.1,3
22200,46291395,775.0,3
4652,3237591,839.9,3
58146,53172354,817.5,3
73003,91906254,792.0,3
16210,22586625,828.6,3
26984,49666756,791.2,3
25085,46396485,799.4,3
1177,269008,786.9,3
76660,110203156,858.3,3
4184,2960737,777.3,3
6419,5309875,816.1,3
71851,91889654,832.0,3
2198,762416,832.9,3
12608,20888136,829.0,3
72398,91905218,785.6,3
71971,91903787,789.3,3
24750,46393112,831.1,3
23012,46349898,805.7,3
7314,7110106,821.3,3
65492,53206194,785.1,3
13369,20919745,830.8,3
57237,53169430,827.8,3
68155,71839154,858.5,3
67385,71836150,857.5,3
46874,53117415,833.5,3
16410,23610349,833.0,3
28177,49675246,776.1,3
71893,91894986,844.0,3
39563,53032273,810.7,3
52264,53146782,829.4,3
78552,124044108,836.8,3
27279,49667459,782.5,3
9864,16489578,798.6,3
5871,4663574,798.5,3
32242,50828979,794.2,3
58525,53173033,857.5,3
66696,71686923,840.5,3
14476,20962146,815.4,3
57393,53169633,836.6,3
18826,42765221,815.9,3
17414,29698707,805.0,3
67464,71836286,777.9,3
68197,71839239,785.3,3
14862,20974464,822.4,3
36434,53004874,796.3,3
58150,53172359,810.0,3
53151,53150158,801.4,3
71003,90489294,811.6,3
23623,46378855,818.4,3
13887,20943488,818.1,3
23702,46381484,845.1,3
40940,53044057,855.4,3
15184,20997485,841.5,3
52445,53147247,848.5,3
70616,87053273,791.3,3
70584,87053075,818.4,3
46305,53113173,850.6,3
14429,20960940,809.6,3
15768,22522748,795.0,3
2983,1400113,812.6,3
37247,53012457,825.8,3
3468,2147562,857.6,3
11153,17204458,819.2,3
69684,87049877,805.9,3
41440,53054375,812.1,3
74093,91914451,781.2,3
78783,124045696,795.7,3
7655,7338095,818.7,3
72154,91904431,832.6,3
72017,91903975,828.1,3
55175,53160286,831.2,3
47808,53125600,785.6,3
74410,91915479,808.5,3
6543,5351441,795.7,3
3818,2775510,782.0,3
78096,124040661,846.0,3
72696,91905628,776.4,3
42155,53067405,814.2,3
72540,91905412,860.4,3
13177,20912307,773.8,3
71805,91889586,830.7,3
69713,87049913,784.3,3
67294,71836033,835.4,3
23359,46360618,784.8,3
996,239538,830.0,3
42369,53068488,817.5,3
40649,53040969,846.3,3
48739,53132696,782.3,3
70441,87052709,783.0,3
43543,53085295,786.9,3
46922,53117782,842.0,3
65648,53207808,805.0,3
30744,50792009,823.3,3
53188,53150266,800.4,3
19824,44247410,859.4,3
36729,53008041,823.7,3
51551,53144572,801.8,3
46907,53117748,839.2,3
39858,53036810,809.6,3
18251,40889574,788.0,3
15113,20997049,808.8,3
76984,110876112,789.9,3
45269,53101678,814.2,3
9330,16194167,831.4,3
56743,53167029,814.6,3
57310,53169530,781.2,3
55080,53159677,847.2,3
18641,42507140,775.2,3
8636,14452065,796.2,3
12586,20885927,826.2,3
51795,53145166,844.3,3
22250,46297858,845.6,3
36427,53004860,816.7,3
22512,46331555,797.0,3
12872,20906517,813.1,3
26408,49662398,847.1,3
55649,53162950,812.3,3
78438,124043357,799.5,3
2482,946900,856.5,3
41754,53057969,799.3,3
3419,2133750,828.8,3
48731,53132362,801.3,3
43308,53081695,799.5,3
22182,46290189,839.3,3
71217,91888022,776.0,3
61611,53182913,790.5,3
57897,53171662,858.4,3
14354,20960234,851.3,3
23632,46379847,830.4,3
34868,50845199,843.8,3
63165,53190046,821.0,3
12077,18585615,849.0,3
72537,91905407,845.9,3
3284,1900287,782.6,3
66733,71687003,774.4,3
18137,39866265,814.8,3
54159,53155855,816.8,3
20459,45503168,816.8,3
21831,46279394,830.4,3
9897,16490616,841.4,3
40112,53039332,856.3,3
6870,6471108,790.6,3
50451,53140431,801.0,3
23151,46353123,773.6,3
47395,53122349,824.5,3
8943,16020446,777.3,3
58403,53172879,851.1,3
75121,91919910,814.3,3
49646,53137009,848.9,3
7088,6619254,859.3,3
7657,7338098,792.7,3
5446,4152836,835.3,3
44586,53095915,794.7,3
74976,91917938,821.4,3
35098,50847065,845.5,3
57151,53169322,805.3,3
55219,53160647,824.3,3
64348,53199983,831.5,3
9491,16419508,781.9,3
61315,53182543,859.2,3
38571,53018786,789.2,3
74316,91915184,856.7,3
74065,91914391,784.9,3
835,220095,818.0,3
78435,124043345,797.4,3
47278,53120582,775.3,3
18689,42589944,846.6,3
43100,53077798,841.6,3
14740,20972336,800.0,3
52991,53149118,790.4,3
13049,20909534,834.1,3
68196,71839238,850.7,3
44511,53094702,825.6,3
3664,2365786,778.3,3
52055,53146118,818.4,3
62475,53187195,825.3,3
68089,71838950,781.1,3
11914,18569316,826.7,3
72557,91905437,860.7,3
19462,44086925,793.3,3
18818,42740258,834.3,3
32568,50832966,803.8,3
73368,91909020,833.0,3
26431,49662748,852.9,3
14752,20972405,827.3,3
3814,2771990,847.0,3
71082,91887286,778.0,3
71205,91888009,777.0,3
64480,53200771,777.2,3
52222,53146653,826.3,3
44650,53096355,808.0,3
5287,4003341,958.5,4
29267,50747056,867.4,4
33506,50838941,915.0,4
50881,53142274,908.0,4
21160,46011179,929.3,4
45669,53106209,924.2,4
36866,53009703,956.3,4
34471,50843446,872.3,4
42383,53068503,947.8,4
8791,16000638,896.0,4
60697,53179821,865.8,4
71079,91887270,894.1,4
49583,53136752,958.9,4
69914,87050966,971.5,4
59065,53174061,891.9,4
50080,53138538,973.3,4
72953,91906130,880.5,4
23090,46350265,973.4,4
25657,49659162,975.5,4
59591,53175672,882.6,4
30573,50789027,861.5,4
46087,53110439,950.5,4
19772,44120794,913.4,4
6007,4789207,880.1,4
38590,53018833,871.4,4
55731,53163178,904.7,4
23099,46350291,923.0,4
23793,46383433,944.7,4
17980,36688489,936.0,4
47881,53126110,874.5,4
23942,46387488,926.2,4
25546,49658365,915.1,4
65742,53208218,894.6,4
74806,91917057,899.3,4
4224,2971780,938.2,4
24775,46393193,886.5,4
57405,53169648,916.0,4
63937,53194949,965.7,4
53264,53150564,922.4,4
9171,16029458,961.3,4
12816,20899689,953.8,4
59578,53175657,924.7,4
44914,53098117,886.6,4
61319,53182551,946.0,4
35103,50847098,882.0,4
55166,53160163,928.6,4
4155,2951612,964.8,4
60286,53178835,914.8,4
25188,46397194,925.1,4
63374,53192004,904.4,4
60325,53178894,899.2,4
42021,53065201,918.9,4
48635,53131968,944.6,4
1485,332278,975.1,4
53900,53155445,966.5,4
18727,42651506,933.2,4
49722,53137119,950.4,4
23955,46387754,897.6,4
50847,53142196,927.8,4
11572,17744360,974.2,4
2757,1178215,946.9,4
53823,53155245,915.4,4
54773,53157997,957.0,4
1621,384525,880.5,4
43180,53079164,873.0,4
38922,53021475,911.3,4
51797,53145169,939.9,4
49538,53136468,934.5,4
20868,45590305,916.8,4
69174,75527320,924.1,4
23789,46383427,966.8,4
68024,71838817,922.7,4
47576,53122771,924.8,4
1925,695902,906.3,4
44819,53098013,936.7,4
21094,45980873,894.1,4
14983,20995417,933.9,4
41594,53055342,863.5,4
53897,53155442,886.1,4
60700,53179824,922.3,4
50882,53142276,951.6,4
8490,11494412,947.2,4
72003,91903929,917.3,4
41750,53057953,952.2,4
17615,30849701,882.0,4
68664,71841659,904.8,4
47115,53118471,961.9,4
40167,53039419,957.1,4
41199,53049165,901.9,4
10482,16891600,909.5,4
48953,53133307,897.0,4
35915,52904175,896.0,4
9703,16474849,928.7,4
4584,3163795,940.7,4
3903,2856269,934.6,4
50516,53140864,965.0,4
6898,6484879,886.3,4
25747,49659466,889.2,4
30343,50787345,878.5,4
11398,17588937,902.0,4
21675,46275970,953.3,4
42029,53065236,927.3,4
77317,124038035,974.1,4
46964,53118012,887.1,4
36265,53003419,875.0,4
57843,53171599,884.0,4
10698,16953728,949.2,4
50175,53139115,905.3,4
59132,53174137,890.5,4
17897,32802029,963.9,4
60299,53178853,970.7,4
50536,53140962,903.1,4
74708,91916829,908.5,4
22094,46286623,944.2,4
22479,46330464,909.6,4
56080,53164901,904.8,4
35212,50847822,935.8,4
20144,45498706,873.7,4
50241,53139305,870.9,4
13655,20927962,963.6,4
73160,91906705,943.5,4
15055,20995496,930.6,4
60662,53179774,868.4,4
18778,42674438,917.1,4
6352,5282226,955.4,4
2628,1073188,872.3,4
69042,75465944,944.9,4
39905,53036896,958.6,4
56159,53165085,933.3,4
59550,53175626,924.5,4
71511,91888964,889.3,4
17471,30522419,950.5,4
35341,50848341,973.7,4
68327,71839778,969.4,4
46392,53113950,929.1,4
45010,53098395,899.9,4
33768,50839785,917.9,4
11314,17377167,892.6,4
53911,53155463,942.7,4
41751,53057955,967.5,4
24225,46390643,944.4,4
29575,50753619,887.0,4
49677,53137046,894.1,4
37188,53012136,886.2,4
73161,91906706,965.8,4
49956,53138396,963.4,4
16400,23608562,880.9,4
14309,20956783,974.7,4
66839,71708334,868.3,4
70137,87051552,929.0,4
49273,53135236,969.4,4
69041,75465943,925.9,4
27423,49667983,879.1,4
44889,53098085,971.3,4
21680,46275975,885.7,4
51703,53144869,961.5,4
56841,53167253,896.6,4
58534,53173044,975.7,4
46566,53114620,949.6,4
56888,53167591,881.0,4
48981,53133338,884.2,4
41250,53052056,864.8,4
27469,49668043,934.9,4
54752,53157959,865.8,4
53247,53150542,888.2,4
59720,53176126,886.3,4
14946,20995373,968.0,4
9094,16027788,944.9,4
45589,53106112,931.0,4
58555,53173067,911.9,4
13701,20929318,865.1,4
17858,30942830,935.6,4
35220,50847844,869.2,4
40804,53042940,917.1,4
42004,53065171,966.2,4
46750,53117242,899.0,4
43343,53081959,877.6,4
7942,7522499,902.3,4
42190,53067456,884.6,4
30062,50777410,892.8,4
45055,53098602,893.3,4
79021,124047476,862.6,4
52735,53147907,963.2,4
38759,53019158,940.4,4
23117,46352657,971.2,4
36409,53004614,880.9,4
7612,7338012,954.7,4
47801,53125585,944.7,4
12251,20417684,865.8,4
1789,652327,932.9,4
59083,53174081,935.9,4
65319,53203468,878.7,4
51125,53143139,955.6,4
31616,50820598,866.3,4
12134,18591270,924.9,4
768,164009,954.2,4
72219,91904587,867.0,4
27838,49673026,945.9,4
56127,53165022,948.1,4
44714,53097908,908.0,4
14851,20973884,874.8,4
33493,50838885,934.7,4
13739,20932109,867.7,4
7121,6621772,907.3,4
41785,53060172,912.8,4
42434,53068558,929.6,4
11349,17469814,960.0,4
3916,2864072,926.9,4
39750,53036382,905.2,4
43241,53079228,937.6,4
41442,53054377,941.2,4
58019,53171892,933.9,4
72164,91904457,884.2,4
68641,71841553,920.4,4
74883,91917151,935.9,4
60731,53179877,914.3,4
46152,53110587,936.1,4
52419,53147208,951.8,4
40867,53043044,877.7,4
70712,87053805,915.3,4
45662,53106201,952.6,4
73094,91906566,977.0,4
38333,53017073,879.4,4
376,27211,874.7,4
18265,40956216,879.7,4
36263,53003416,872.1,4
45256,53101320,924.8,4
21448,46267600,933.9,4
6630,5470811,902.5,4
39653,53035219,877.2,4
41023,53045333,950.4,4
7537,7260679,928.8,4
24576,46391635,884.3,4
23644,46380397,900.1,4
31146,50803994,906.2,4
27890,49673138,964.0,4
42277,53068382,883.8,4
31833,50824443,896.0,4
62406,53187111,906.1,4
36455,53004959,929.7,4
42619,53070877,894.0,4
31713,50822706,935.3,4
18966,43912603,948.1,4
6390,5307215,931.0,4
68001,71838771,935.8,4
60074,53178120,862.0,4
63701,53193713,879.5,4
6173,5064613,945.6,4
75228,91920645,894.5,4
14273,20956564,954.7,4
39985,53037490,956.9,4
6178,5066969,905.5,4
40892,53043902,874.7,4
53947,53155526,950.4,4
20919,45725471,903.7,4
41597,53055349,882.5,4
5297,4033983,899.1,4
47667,53123790,878.1,4
1282,290289,883.5,4
8515,11631336,931.0,4
2507,966731,897.5,4
9629,16456543,977.9,4
44332,53092652,911.3,4
38621,53018933,920.4,4
32474,50831652,894.2,4
13829,20940938,878.3,4
5153,3762157,952.7,4
18425,42111274,926.2,4
34212,50841922,905.2,4
48641,53131974,894.3,4
54798,53158105,884.0,4
39871,53036857,928.1,4
42114,53066997,914.0,4
29450,50752455,896.7,4
47649,53123392,900.3,4
7515,7243514,916.8,4
10437,16886178,916.3,4
47201,53120337,870.4,4
30713,50791420,960.4,4
35035,50846423,862.3,4
13782,20934728,885.7,4
20891,45600353,958.4,4
26536,49663457,935.3,4
37445,53014231,876.0,4
33001,50835553,871.8,4
74843,91917104,888.5,4
14210,20955356,937.4,4
40170,53039430,896.5,4
65428,53204233,951.2,4
27730,49670852,866.1,4
48626,53131953,893.2,4
24829,46393412,977.1,4
39075,53026654,953.9,4
36742,53008148,908.5,4
74889,91917162,959.6,4
9858,16489569,890.3,4
8950,16021173,891.5,4
60233,53178726,883.2,4
38298,53016941,936.2,4
44470,53094609,896.9,4
49264,53135220,913.7,4
45263,53101643,869.4,4
41811,53060263,921.1,4
9430,16407665,891.2,4
54049,53155723,931.8,4
8415,10474776,908.7,4
38754,53019153,937.6,4
16979,25869550,954.3,4
66684,71686896,950.7,4
71472,91888894,939.3,4
56210,53165179,875.0,4
41991,53065132,947.8,4
900,227775,890.5,4
72927,91906060,936.1,4
27907,49673156,910.8,4
11412,17593084,960.5,4
50887,53142328,863.6,4
24564,46391550,970.6,4
